,word1_id,word2_id,count
833,17367,22922,8
834,10513,46646,3
835,10513,3382,2
836,10513,32839,2
837,7343,8884,2
838,7343,18070,2
839,7343,26983,1
840,35693,2238,2
841,35693,16920,1
842,35693,15243,1
843,2238,3034,5
844,2238,12167,4
845,2238,906,4
846,1876,721,34
847,1876,38686,8
848,1876,20763,8
849,41518,906,4
850,41518,6584,3
851,41518,28819,3
852,5805,2238,2
853,5805,5176,2
854,5805,47827,2
855,16920,39081,5
856,16920,1291,5
857,16920,9652,4
858,43473,2238,2
859,43473,16920,1
860,43473,15243,1
861,15243,20242,26
862,15243,43456,4
863,15243,31958,4
864,38209,32839,10
865,38209,906,10
866,38209,36165,5
867,40221,906,56
868,40221,32412,34
869,40221,23947,28
870,35077,45996,53
871,35077,721,51
872,35077,8791,18
873,26023,2238,2
874,26023,3373,2
875,26023,46254,2
876,27501,683,1
877,27501,9818,1
878,27501,23862,1
879,36594,19288,3
880,36594,42503,3
881,36594,32839,3
882,29209,29684,14
883,29209,721,11
884,29209,6584,7
885,9818,906,2
886,9818,683,1
887,9818,23862,1
888,23862,12887,7
889,23862,3940,6
890,23862,906,4
891,46918,906,23
892,46918,23776,17
893,46918,32839,15
894,1935,906,82
895,1935,32839,63
896,1935,22877,56
897,19492,683,1
898,19492,9818,1
899,19492,23862,1
900,9189,30189,3
901,9189,5954,3
902,9189,40087,3
903,25098,38396,6
904,25098,906,4
905,25098,35490,3
906,12544,11871,6
907,12544,183,6
908,12544,25153,4
909,29874,906,149
910,29874,1105,37
911,29874,31780,30
912,10956,10324,154
913,10956,7822,115
914,10956,37790,21
915,16712,15604,9
916,16712,43790,9
917,16712,35905,5
918,26572,9189,2
919,26572,25098,2
920,26572,16712,2
921,25208,906,7
922,25208,83,5
923,25208,21450,4
924,3274,906,72
925,3274,9199,35
926,3274,28819,24
927,16075,906,3
928,16075,17600,2
929,16075,11115,1
930,28835,16075,1
931,28835,11115,1
932,45375,17745,4
933,45375,24465,3
934,45375,10647,2
935,47934,16075,2
936,47934,11115,2
937,47934,24186,2
938,34205,31176,6
939,34205,46583,6
940,34205,906,6
941,2485,906,3
942,2485,46583,3
943,2485,36588,3
944,26252,16075,1
945,26252,11115,1
946,21357,47266,5
947,21357,32839,4
948,21357,17583,4
949,11115,16075,1
950,38379,46715,1
951,38379,26101,1
952,38379,9424,1
953,13364,32839,117
954,13364,906,74
955,13364,31176,45
956,35472,906,13
957,35472,20414,10
958,35472,8884,10
959,7174,8791,4
960,7174,31176,3
961,7174,18660,3
962,6994,27026,31
963,6994,8791,20
964,6994,46366,12
965,8791,11933,11
966,8791,46366,5
967,8791,20775,4
968,40567,47807,2
969,40567,39269,2
970,40567,8489,2
971,26433,38077,1
972,26433,32353,1
973,26433,17877,1
974,44026,21936,4
975,44026,42333,3
976,44026,8713,3
977,1067,18986,1
978,1067,16801,1
979,1067,40207,1
980,24966,906,7
981,24966,28819,4
982,24966,46584,4
983,911,906,43
984,911,32412,25
985,911,23614,18
986,45436,27026,14
987,45436,906,11
988,45436,8204,8
989,39360,26005,39
990,39360,906,31
991,39360,8209,25
992,22141,906,6
993,22141,17422,6
994,22141,21662,6
995,44671,31176,25
996,44671,40060,17
997,44671,22234,16
998,12517,18614,3
999,12517,39598,1
1000,12517,7171,1
1001,18614,43131,1
1002,18614,16907,1
1003,18614,6545,1
1004,3154,32682,2
1005,3154,22938,1
1006,3154,1922,1
1007,4210,20914,23
1008,4210,906,11
1009,4210,2383,8
1010,32682,10536,2
1011,32682,26643,2
1012,32682,27026,2
1013,33891,906,30
1014,33891,4315,10
1015,33891,46108,9
1016,6153,13279,26
1017,6153,6584,8
1018,6153,3496,6
1019,46545,906,7
1020,46545,36324,4
1021,46545,18363,3
1022,14891,33654,2
1023,33654,3531,1
1024,33654,24601,1
1025,33654,3049,1
1026,23451,32846,14
1027,23451,10553,14
1028,23451,18660,7
1029,41303,13508,9
1030,41303,22039,9
1031,41303,34185,3
1032,33567,17004,2
1033,33567,41303,1
1034,33567,1254,1
1035,12574,12994,4
1036,12574,23566,4
1037,12574,16177,3
1038,1254,12167,2
1039,1254,19120,2
1040,1254,32412,2
1041,44130,28819,3
1042,44130,45540,3
1043,44130,17600,2
1044,15641,32412,2
1045,15641,28496,2
1046,15641,26275,2
1047,12580,906,27
1048,12580,32839,17
1049,12580,34185,8
1050,15758,530,4
1051,15758,42939,3
1052,15758,4834,3
1053,37545,32412,9
1054,37545,11490,9
1055,37545,34185,5
1056,27450,31176,7
1057,27450,2383,6
1058,27450,37495,6
1059,17091,11871,4
1060,17091,7612,1
1061,17091,32628,1
1062,4907,34933,11
1063,4907,906,10
1064,4907,30,7
1065,6967,906,7
1066,6967,47115,7
1067,6967,36324,6
1068,15278,906,33
1069,15278,19082,24
1070,15278,12489,22
1071,44956,42284,9
1072,44956,13868,9
1073,44956,44398,5
1074,47031,11532,1
1075,47031,23980,1
1076,47031,44321,1
1077,11563,906,40
1078,11563,31176,28
1079,11563,45355,25
1080,11532,19516,5
1081,11532,19796,5
1082,11532,18046,3
1083,20043,38776,1
1084,20043,4058,1
1085,20043,32749,1
1086,38776,4058,1
1087,38776,32749,1
1088,38776,18795,1
1089,4058,14850,6
1090,4058,45540,5
1091,4058,8940,5
1092,32749,32412,5
1093,32749,2967,3
1094,32749,41475,2
1095,5448,37084,3
1096,5448,32412,2
1097,5448,38776,1
1098,43427,38776,1
1099,43427,4058,1
1100,43427,32749,1
1101,9621,906,54
1102,9621,36195,13
1103,9621,36324,13
1104,34421,906,32
1105,34421,17745,13
1106,34421,36324,9
1107,32434,34421,7
1108,32434,29260,2
1109,32434,2827,2
1110,3312,7430,12
1111,3312,28819,11
1112,3312,41709,5
1113,11469,906,35
1114,11469,32412,18
1115,11469,31176,15
1116,4514,22779,2
1117,4514,1262,2
1118,4514,34421,1
1119,32412,5854,32
1120,32412,906,27
1121,32412,6035,27
1122,29800,32412,1
1123,29800,30931,1
1124,29800,26342,1
1125,4193,32412,1
1126,4193,30931,1
1127,4193,906,1
1128,30931,24426,3
1129,30931,8887,2
1130,30931,6122,2
1131,8709,25018,15
1132,8709,47807,7
1133,8709,10168,7
1134,614,32412,4
1135,614,10442,3
1136,614,20775,2
1137,1716,8709,1
1138,1716,36291,1
1139,1716,32412,1
1140,2011,906,29
1141,2011,34185,13
1142,2011,32412,11
1143,15097,906,42
1144,15097,43739,15
1145,15097,32839,11
1146,35071,906,140
1147,35071,32412,48
1148,35071,721,44
1149,36291,12887,27
1150,36291,32412,23
1151,36291,9991,16
1152,44193,31782,2
1153,44193,83,2
1154,44193,16816,2
1155,41680,36207,8
1156,41680,29001,2
1157,41680,34421,2
1158,35909,31176,5
1159,35909,31782,3
1160,35909,3176,3
1161,20056,26386,1
1162,20056,31782,1
1163,20056,41928,1
1164,41646,26386,1
1165,41646,906,1
1166,41646,27270,1
1167,44391,28704,14
1168,44391,906,5
1169,44391,32839,4
1170,26386,721,5
1171,26386,906,3
1172,26386,36588,1
1173,47302,45056,24
1174,47302,906,15
1175,47302,26275,8
1176,233,906,46
1177,233,31782,44
1178,233,32839,33
1179,31782,32839,9
1180,31782,34185,6
1181,31782,17256,6
1182,10395,7612,8
1183,10395,14786,8
1184,10395,9199,7
1185,41928,27900,3
1186,41928,31782,1
1187,41928,32839,1
1188,5112,906,26
1189,5112,8709,19
1190,5112,32839,18
1191,17501,28819,1
1192,17501,38916,1
1193,17501,34421,1
1194,38916,40060,3
1195,38916,12334,3
1196,38916,1105,3
1197,47852,906,27
1198,47852,1814,21
1199,47852,31176,19
1200,4365,906,16
1201,4365,39049,13
1202,4365,28819,10
1203,40772,39049,81
1204,40772,16657,4
1205,40772,32336,4
1206,39049,27026,7
1207,39049,25018,7
1208,39049,28819,7
1209,16878,30207,4
1210,16878,28864,2
1211,16878,16687,2
1212,30207,43740,4
1213,30207,12241,3
1214,30207,15700,2
1215,36195,6730,44
1216,36195,906,24
1217,36195,30629,16
1218,40992,906,15
1219,40992,9189,8
1220,40992,32839,7
1221,30420,43664,2
1222,30420,40992,1
1223,30420,36291,1
1224,26555,26275,3
1225,26555,2283,3
1226,26555,4418,2
1227,18429,906,80
1228,18429,33253,27
1229,18429,6077,15
1230,6111,15604,23
1231,6111,7612,21
1232,6111,27026,20
1233,356,906,23
1234,356,28819,13
1235,356,5854,13
1236,12994,32412,7
1237,12994,18876,6
1238,12994,36588,5
1239,18407,23357,8
1240,18407,42657,8
1241,18407,2499,7
1242,828,18660,2
1243,828,1105,2
1244,828,12994,1
1245,36160,906,14
1246,36160,32839,13
1247,36160,36195,13
1248,7691,906,16
1249,7691,30,9
1250,7691,25471,8
1251,10961,906,27
1252,10961,31176,16
1253,10961,22877,15
1254,26738,47558,5
1255,26738,16712,5
1256,26738,28819,3
1257,36270,46374,1
1258,34185,906,16
1259,34185,31000,11
1260,34185,43197,10
1261,14094,38010,2
1262,14094,34185,1
1263,14094,8709,1
1264,36396,906,3
1265,36396,25325,2
1266,36396,31637,2
1267,24004,41130,13
1268,24004,906,10
1269,24004,5854,6
1270,17472,7612,8
1271,17472,18726,7
1272,17472,34185,6
1273,31000,906,15
1274,31000,34185,11
1275,31000,7612,7
1276,39364,906,32
1277,39364,32839,16
1278,39364,31176,13
1279,37931,24186,19
1280,37931,845,19
1281,37931,41129,14
1282,24186,30013,3
1283,24186,18162,3
1284,24186,17669,3
1285,47689,35654,20
1286,47689,906,7
1287,47689,7895,6
1288,13359,1105,5
1289,13359,12334,3
1290,13359,2331,3
1291,24930,32412,10
1292,24930,906,8
1293,24930,11720,7
1294,25478,906,15
1295,25478,721,14
1296,25478,29928,11
1297,24056,19683,3
1298,24056,13359,1
1299,24056,27026,1
1300,13356,28704,4
1301,13356,13978,4
1302,13356,17211,3
1303,24695,1814,18
1304,24695,906,12
1305,24695,12887,8
1306,24135,34546,1
1307,24135,30629,1
1308,24135,18814,1
1309,46542,15243,15
1310,46542,906,11
1311,46542,845,9
1312,30629,42891,16
1313,30629,12046,16
1314,30629,6730,16
1315,42546,24857,1
1316,23625,42546,1
1317,23625,24857,1
1318,23625,5438,1
1319,33577,42546,1
1320,33577,24857,1
1321,33577,12887,1
1322,12084,36195,3
1323,12084,37943,2
1324,12084,45066,2
1325,24857,36801,2
1326,24857,42546,1
1327,24857,7364,1
1328,31919,34421,8
1329,31919,47926,7
1330,31919,47395,2
1331,33668,39213,5
1332,33668,37,4
1333,33668,32839,4
1334,5596,9713,2
1335,5596,13118,2
1336,5596,43299,1
1337,43299,18660,7
1338,43299,32412,5
1339,43299,7297,2
1340,18660,43594,10
1341,18660,43299,7
1342,18660,906,7
1343,20743,32412,2
1344,20743,44615,2
1345,20743,39803,2
1346,6544,20743,1
1347,6544,27162,1
1348,6544,1814,1
1349,27162,906,2
1350,27162,32721,2
1351,27162,6858,2
1352,4176,8643,1
1353,4176,47402,1
1354,4176,9199,1
1355,47131,46646,13
1356,47131,21636,12
1357,47131,3382,8
1358,18655,26998,3
1359,18655,8643,1
1360,18655,15003,1
1361,6956,721,58
1362,6956,906,50
1363,6956,32412,32
1364,7519,41041,1
1365,38873,41041,1
1366,38873,906,1
1367,38873,44459,1
1368,26389,22877,1
1369,26389,24112,1
1370,26389,27301,1
1371,23447,906,13
1372,23447,2573,12
1373,23447,35077,10
1374,5123,14436,2
1375,5123,21636,2
1376,5123,22877,1
1377,5309,906,49
1378,5309,31176,17
1379,5309,721,14
1380,20465,12887,8
