,word1_id,word2_id,count
621,1186,6361,8
622,1186,36493,8
623,1186,32816,6
624,1186,10509,6
625,38101,29054,214
626,38101,3430,210
627,38101,46694,160
628,38101,46619,114
629,38101,11956,88
630,38101,14696,72
631,38101,7425,70
632,38101,29246,66
633,38101,16037,58
634,38101,5593,54
635,45337,29054,224
636,45337,40910,102
637,45337,46619,84
638,45337,21228,70
639,45337,33502,68
640,45337,16037,54
641,45337,25665,52
642,45337,39907,52
643,45337,14696,52
644,45337,7395,48
645,17110,29054,66
646,17110,33502,46
647,17110,37341,46
648,17110,6087,42
649,17110,46086,36
650,17110,7425,26
651,17110,32688,24
652,17110,16037,20
653,17110,20983,18
654,17110,25665,18
655,5957,23082,22
656,5957,34159,12
657,5957,16137,12
658,5957,30490,4
659,5957,33738,4
660,5957,29054,4
661,5957,16037,4
662,5957,19773,4
663,5957,12942,4
664,5957,25986,4
665,28630,34024,4
666,28630,17072,2
667,28630,46627,2
668,28630,37340,2
669,28630,28985,2
670,28630,15518,2
671,28630,18226,2
672,28630,14207,2
673,28630,39189,2
674,28630,33502,2
675,16014,29054,380
676,16014,7425,148
677,16014,17921,94
678,16014,16037,86
679,16014,46619,78
680,16014,44184,78
681,16014,8,76
682,16014,33351,76
683,16014,7395,68
684,16014,30709,54
685,9682,28630,2
686,9682,17072,2
687,9682,46627,2
688,9682,27186,2
689,9682,32044,2
690,17072,28630,2
691,17072,46627,2
692,17072,45947,2
693,17072,20775,2
694,17072,2746,2
695,17072,16413,2
696,17072,46619,2
697,17072,39959,2
698,17072,32711,2
699,17072,30527,2
700,46627,28630,2
701,46627,17072,2
702,46627,30178,2
703,46627,245,2
704,46627,42915,2
705,46627,10365,2
706,46627,24134,2
707,40040,17782,10
708,40040,43285,8
709,40040,37148,8
710,40040,19943,6
711,40040,27796,6
712,40040,17008,6
713,40040,30804,6
714,40040,37309,4
715,40040,17056,4
716,40040,33351,4
717,42596,38321,118
718,42596,29054,118
719,42596,28197,94
720,42596,20983,62
721,42596,29121,56
722,42596,46619,48
723,42596,15028,48
724,42596,33073,44
725,42596,26129,38
726,42596,29999,30
727,25413,11533,32
728,25413,29054,26
729,25413,33013,22
730,25413,37341,20
731,25413,4914,16
732,25413,14250,12
733,25413,43550,12
734,25413,27406,12
735,25413,44847,12
736,25413,28197,12
737,8474,29054,982
738,8474,46619,846
739,8474,17921,510
740,8474,30709,488
741,8474,44184,476
742,8474,39907,456
743,8474,7425,408
744,8474,33502,398
745,8474,16037,364
746,8474,7395,310
747,42373,6498,4
748,42373,28630,2
749,42373,17072,2
750,42373,46627,2
751,42373,21075,2
752,42373,5957,2
753,42373,13323,2
754,42373,32926,2
755,44599,12942,12
756,44599,29054,8
757,44599,30856,8
758,44599,39190,6
759,44599,21579,4
760,44599,30709,4
761,44599,20402,4
762,44599,33472,4
763,44599,8,4
764,44599,15497,4
765,15369,10862,32
766,15369,17919,28
767,15369,12535,18
768,15369,27617,16
769,15369,21995,16
770,15369,19936,14
771,15369,17921,14
772,15369,29054,14
773,15369,27377,14
774,15369,28037,14
775,45144,47784,8
776,45144,17493,4
777,45144,33565,4
778,45144,9247,4
779,45144,21579,2
780,45144,28788,2
781,45144,39832,2
782,45144,6593,2
783,45144,11101,2
784,45144,13095,2
785,20548,38880,40
786,20548,12942,20
787,20548,7425,16
788,20548,29054,14
789,20548,23082,12
790,20548,25866,12
791,20548,37340,10
792,20548,12501,10
793,20548,46619,10
794,20548,16037,8
795,10191,29054,22
796,10191,7425,16
797,10191,2807,10
798,10191,46619,8
799,10191,45062,8
800,10191,21579,6
801,10191,14696,6
802,10191,39907,6
803,10191,36325,6
804,10191,5625,6
805,21579,4620,4
806,21579,28788,2
807,21579,39832,2
808,21579,6593,2
809,21579,11101,2
810,21579,31581,2
811,21579,4447,2
812,21579,23370,2
813,21579,44282,2
814,21579,32258,2
815,28788,47232,10
816,28788,43066,10
817,28788,21579,2
818,28788,39832,2
819,28788,6593,2
820,28788,11101,2
821,28788,16479,2
822,28788,31062,2
823,28788,11080,2
824,28788,13667,2
825,19387,12258,50
826,19387,6593,36
827,19387,39832,30
828,19387,21634,30
829,19387,36211,30
830,19387,46668,22
831,19387,44184,20
832,19387,32277,18
833,19387,46619,14
834,19387,45566,14
835,39832,45982,10
836,39832,39907,10
837,39832,6593,8
838,39832,28720,8
839,39832,29054,8
840,39832,33502,6
841,39832,19415,6
842,39832,46619,6
843,39832,47609,6
844,39832,30258,6
845,6593,12258,16
846,6593,19287,12
847,6593,14685,12
848,6593,35263,12
849,6593,39832,8
850,6593,9362,8
851,6593,31439,8
852,6593,28530,8
853,6593,35393,6
854,6593,2104,6
855,19382,46619,100
856,19382,18178,54
857,19382,10862,16
858,19382,28037,16
859,19382,6593,14
860,19382,38446,12
861,19382,17928,8
862,19382,5176,6
863,19382,7584,6
864,19382,41428,6
865,6346,29246,60
866,6346,29054,26
867,6346,17921,22
868,6346,35882,18
869,6346,36325,16
870,6346,32666,14
871,6346,16037,14
872,6346,46668,12
873,6346,46589,10
874,6346,47924,10
875,11101,21579,2
876,11101,28788,2
877,11101,39832,2
878,11101,6593,2
879,11101,44781,2
880,11101,19480,2
881,11101,22671,2
882,11101,10238,2
883,11101,28680,2
884,11101,13117,2
885,47258,37341,156
886,47258,40468,142
887,47258,29054,132
888,47258,7425,116
889,47258,17928,112
890,47258,22849,88
891,47258,46619,84
892,47258,24541,82
893,47258,33006,76
894,47258,16037,72
895,11153,11406,14
896,11153,3982,14
897,11153,29054,12
898,11153,40468,8
899,11153,17486,6
900,11153,42307,6
901,11153,28160,6
902,11153,44430,6
903,11153,354,6
904,11153,20034,6
905,45021,11153,2
906,45021,44370,2
907,45021,39723,2
908,45021,18955,2
909,45021,24418,2
910,45021,44456,2
911,45021,37638,2
912,45021,23371,2
913,45021,46619,2
914,45021,29483,2
915,6746,23665,14
916,6746,8055,12
917,6746,14250,8
918,6746,15070,6
919,6746,16912,6
920,6746,11153,4
921,6746,23629,4
922,6746,45170,4
923,6746,43844,4
924,6746,11816,4
925,16905,29054,80
926,16905,46619,46
927,16905,14696,46
928,16905,46086,42
929,16905,7425,38
930,16905,33073,32
931,16905,20775,32
932,16905,11956,22
933,16905,40910,22
934,16905,32196,18
935,35390,29336,6
936,35390,42199,6
937,35390,1832,6
938,35390,39578,4
939,35390,11153,2
940,35390,44370,2
941,35390,39723,2
942,35390,5147,2
943,35390,34879,2
944,35390,33006,2
945,44370,33073,4
946,44370,37361,4
947,44370,11153,2
948,44370,39723,2
949,44370,16647,2
950,44370,7392,2
951,44370,26145,2
952,44370,46086,2
953,44370,13445,2
954,44370,13430,2
955,2097,29054,264
956,2097,44184,134
957,2097,33502,102
958,2097,16037,98
959,2097,7425,90
960,2097,39190,86
961,2097,40450,70
962,2097,8,68
963,2097,33006,68
964,2097,20983,66
965,39723,11153,2
966,39723,44370,2
967,39723,45865,2
968,39723,12364,2
969,39723,45100,2
970,39723,23693,2
971,5163,47869,8
972,5163,11153,2
973,5163,44370,2
974,5163,39723,2
975,5163,29054,2
976,5163,12029,2
977,5163,15448,2
978,5163,4348,2
979,24140,47869,8
980,24140,46086,6
981,24140,8600,6
982,24140,43904,2
983,24140,5684,2
984,24140,30709,2
985,24140,33073,2
986,24140,8055,2
987,24140,3900,2
988,43904,28160,6
989,43904,16920,6
990,43904,5684,2
991,43904,19077,2
992,43904,17928,2
993,43904,39907,2
994,43904,42791,2
995,43904,17056,2
996,43904,19964,2
997,43904,10126,2
998,26302,29054,52
999,26302,46619,28
1000,26302,20983,26
1001,26302,11533,24
1002,26302,33351,22
1003,26302,46694,20
1004,26302,39907,20
1005,26302,9201,18
1006,26302,16037,18
1007,26302,38321,14
1008,582,31158,60
1009,582,32647,20
1010,582,15241,8
1011,582,33073,6
1012,582,17928,6
1013,582,29054,6
1014,582,12982,6
1015,582,40851,4
1016,582,17625,4
1017,582,41223,4
1018,47054,44184,74
1019,47054,31158,62
1020,47054,29054,40
1021,47054,13713,24
1022,47054,32647,20
1023,47054,2976,16
1024,47054,3163,14
1025,47054,39054,14
1026,47054,38884,14
1027,47054,17928,12
1028,5684,34394,4
1029,5684,43904,2
1030,5684,40326,2
1031,5684,16037,2
1032,5684,22408,2
1033,5684,38402,2
1034,5684,16912,2
1035,5684,45062,2
1036,5684,33738,2
1037,5684,12125,2
1038,22996,29054,102
1039,22996,46619,72
1040,22996,16037,48
1041,22996,7425,40
1042,22996,30709,38
1043,22996,8,32
1044,22996,17921,30
1045,22996,19531,28
1046,22996,14250,26
1047,22996,33802,26
1048,21707,29054,46
1049,21707,16675,10
1050,21707,1839,10
1051,21707,39928,8
1052,21707,38131,8
1053,21707,41634,8
1054,21707,17687,8
1055,21707,5684,6
1056,21707,43334,6
1057,21707,38954,6
1058,37531,29054,524
1059,37531,17921,208
1060,37531,46619,182
1061,37531,40384,172
1062,37531,16037,160
1063,37531,32505,144
1064,37531,39907,144
1065,37531,46086,124
1066,37531,7425,116
1067,37531,39190,116
1068,38217,28197,36
1069,38217,24690,16
1070,38217,33472,16
1071,38217,16037,12
1072,38217,33897,8
1073,38217,43078,8
1074,38217,29054,8
1075,38217,40468,8
1076,38217,14207,8
1077,38217,43201,8
1078,37663,5684,2
1079,37663,40326,2
1080,37663,16037,2
1081,37663,16646,2
1082,37663,19096,2
1083,37663,17994,2
1084,37663,10073,2
1085,22135,40326,10
1086,22135,34115,4
1087,22135,31475,4
1088,22135,20775,4
1089,22135,5684,2
1090,22135,16037,2
1091,22135,19287,2
1092,22135,38124,2
1093,22135,46086,2
1094,22135,43264,2
1095,40326,16037,20
1096,40326,14694,20
1097,40326,44503,12
1098,40326,38717,12
1099,40326,29054,8
1100,40326,19041,6
1101,40326,31607,6
1102,40326,42349,6
1103,40326,13449,6
1104,40326,17622,6
1105,16037,29054,64
1106,16037,17056,36
1107,16037,17363,30
1108,16037,3982,24
1109,16037,40450,24
1110,16037,46619,24
1111,16037,40326,20
1112,16037,40474,20
1113,16037,17746,18
1114,16037,11533,18
1115,18833,40326,4
1116,18833,5684,2
1117,18833,16037,2
1118,18833,43727,2
1119,18833,16819,2
1120,18833,44755,2
1121,18833,46619,2
1122,18833,16912,2
1123,18833,16675,2
1124,18833,45261,2
1125,16556,43882,52
1126,16556,11533,52
1127,16556,33502,6
1128,16556,9320,6
1129,16556,8803,6
1130,16556,38321,6
1131,16556,29054,6
1132,16556,47232,6
1133,16556,17994,4
1134,16556,532,4
1135,41265,17921,188
1136,41265,34630,42
1137,41265,30799,42
1138,41265,29054,40
1139,41265,25665,40
1140,41265,40326,34
1141,41265,31475,28
1142,41265,15680,26
1143,41265,29246,24
1144,41265,39907,24
1145,27470,35395,4
1146,27470,33502,4
1147,27470,10326,4
1148,27470,1526,4
1149,27470,4038,4
1150,27470,33842,4
1151,27470,47548,2
1152,27470,21715,2
1153,27470,17994,2
1154,27470,13934,2
1155,47548,27470,2
1156,47548,35395,2
1157,47548,33502,2
1158,47548,21715,2
1159,47548,17994,2
1160,47548,13934,2
1161,47548,45659,2
1162,35395,27470,4
1163,35395,33502,4
1164,35395,14751,4
1165,35395,33351,4
1166,35395,18216,4
1167,35395,24175,4
1168,35395,47548,2
1169,35395,21715,2
1170,35395,17994,2
1171,35395,13934,2
1172,2067,11533,140
1173,2067,33502,124
1174,2067,29054,110
1175,2067,17928,92
1176,2067,20983,84
1177,2067,11153,78
1178,2067,40384,74
1179,2067,46619,74
1180,2067,2056,68
1181,2067,38321,66
1182,34950,29054,910
1183,34950,33502,68
1184,34950,10857,60
1185,34950,17921,54
1186,34950,46619,52
1187,34950,16037,38
1188,34950,40450,36
1189,34950,29603,34
1190,34950,22005,34
1191,34950,44361,34
1192,33502,39190,108
1193,33502,29054,28
1194,33502,23082,26
1195,33502,44361,26
1196,33502,46619,24
1197,33502,17538,24
1198,33502,17921,20
1199,33502,28720,18
1200,33502,44847,16
1201,33502,35225,16
1202,19252,30,4
1203,19252,2142,4
1204,19252,30520,4
1205,19252,779,4
1206,19252,46694,4
1207,19252,29246,4
1208,19252,27470,2
1209,19252,47548,2
1210,19252,35395,2
1211,19252,33502,2
1212,21715,29054,42
1213,21715,36183,22
1214,21715,33738,14
1215,21715,22978,12
1216,21715,22005,12
1217,21715,46779,10
1218,21715,23082,10
1219,21715,17622,6
1220,21715,37560,6
1221,21715,12125,6
1222,5893,29054,152
1223,5893,40384,138
1224,5893,7425,72
1225,5893,46619,68
1226,5893,12667,62
1227,5893,17921,58
1228,5893,16037,42
1229,5893,3430,40
1230,5893,31153,36
1231,5893,33351,34
1232,682,29054,34
1233,682,39907,30
1234,682,46619,18
1235,682,4405,16
1236,682,9201,14
1237,682,32209,12
1238,682,10857,12
1239,682,3785,12
1240,682,33502,10
1241,682,14250,10
1242,17994,36739,16
1243,17994,17486,14
1244,17994,30618,8
1245,17994,34879,6
1246,17994,7395,6
1247,17994,9305,6
1248,17994,44184,6
1249,17994,17549,6
1250,17994,43793,4
1251,17994,42847,4
1252,13934,32816,6
1253,13934,37004,6
1254,13934,46619,6
1255,13934,19966,6
1256,13934,18360,6
1257,13934,27470,2
1258,13934,47548,2
1259,13934,35395,2
1260,13934,33502,2
1261,13934,21715,2
1262,30466,31251,2
1263,30466,20983,2
1264,30466,29054,2
1265,30466,19047,2
1266,30466,32384,2
1267,30466,38238,2
1268,31251,30466,2
1269,31251,20983,2
1270,31251,29054,2
1271,31251,19047,2
1272,31251,32384,2
1273,31251,38238,2
1274,31251,40925,2
1275,31251,22671,2
1276,31251,38646,2
1277,31251,3493,2
1278,20983,11620,96
1279,20983,40811,24
1280,20983,29054,20
1281,20983,30259,12
1282,20983,5147,8
1283,20983,16037,8
1284,20983,46619,8
1285,20983,40468,8
1286,20983,17056,8
1287,20983,7562,6
1288,11754,29054,56
1289,11754,20792,36
1290,11754,11956,20
1291,11754,16163,20
1292,11754,30709,20
1293,11754,3411,20
1294,11754,3430,20
1295,11754,15028,18
1296,11754,17928,18
1297,11754,46619,18
1298,43830,29054,714
1299,43830,40468,426
1300,43830,46619,304
1301,43830,46086,190
1302,43830,11533,160
1303,43830,7425,150
1304,43830,16037,146
1305,43830,37341,140
1306,43830,24994,136
1307,43830,17928,134
1308,15139,29054,224
1309,15139,46619,72
1310,15139,39907,66
1311,15139,17921,52
1312,15139,7425,44
1313,15139,16037,44
1314,15139,11533,38
1315,15139,20792,36
1316,15139,29999,34
1317,15139,17056,34
1318,19047,29843,24
1319,19047,6078,24
1320,19047,29054,16
1321,19047,46619,10
1322,19047,29402,8
1323,19047,43422,6
1324,19047,46198,6
1325,19047,39907,6
1326,19047,7425,6
1327,19047,29121,6
1328,32384,44864,8
1329,32384,40167,4
1330,32384,17622,4
1331,32384,6813,4
1332,32384,7283,4
1333,32384,2381,4
1334,32384,44184,4
1335,32384,23951,4
1336,32384,5957,4
1337,32384,30115,4
1338,38238,30794,4
1339,38238,35351,4
1340,38238,39373,4
1341,38238,30466,2
1342,38238,31251,2
1343,38238,20983,2
1344,38238,29054,2
1345,38238,19047,2
1346,38238,32384,2
1347,38238,15369,2
1348,28293,1518,4
1349,28293,17921,4
1350,37683,10357,18
1351,37683,29054,16
1352,37683,47054,16
1353,37683,16163,12
1354,37683,33707,12
1355,37683,26221,8
1356,37683,33802,6
1357,37683,30475,6
1358,37683,6709,6
1359,37683,26333,6
1360,40215,25665,20
1361,40215,17921,14
1362,40215,33707,12
